========================================================================================================================
Leader key registrations
666103 2 666101 31 br1$ s:8f0ba3e76a p:9ef2532b1e c:8980556af5 i:b9d24ac312 b:00000000000000000009    782000  31> [1.9]SPY1PP2KZ6 [14.1]SP1ER0V0WX [2.2]SP3S9C931D [2.6]SP105ARDW7 [2.6]SP1K1A1PMG [2.6]SP3E13ZCYW [2.6]SP3F0CDFN2 [3.8]SP137NZXD0 [3.8]SP1D6NC90K [5.1]SP25Y6NQXB [51.2]SP1RJH1641*[7.7]SP334VW9T9 
666104 1 666103 32 br1$ s:1aeee0fbaf p:8f0ba3e76a c:bfb9dd450d i:9615c94e39 b:00000000000000000002 @+ 767000  32> [14.3]SP1ER0V0WX [2.2]SP3S9C931D [2.6]SP105ARDW7 [2.6]SP1K1A1PMG [2.6]SP3E13ZCYW [2.6]SP3F0CDFN2 [3.9]SP137NZXD0 [3.9]SP1D6NC90K [5.2]SP25Y6NQXB [52.2]SP1RJH1641*[7.8]SP334VW9T9 
666105 1 666104 33 br1$ s:1443953369 p:1aeee0fbaf c:788a9c0ff3 i:ba60181549 b:00000000000000000009 @@ 742000  33> [14.8]SP1ER0V0WX*[2.0]SPY1PP2KZ6 [2.3]SP3S9C931D [2.7]SP105ARDW7 [2.7]SP22B0JAF3 [2.7]SP3E13ZCYW [2.7]SP3F0CDFN2 [2.7]SP3S2MFBVW [4.0]SP137NZXD0 [4.0]SP1D6NC90K [5.4]SP25Y6NQXB [53.9]SP1RJH1641 
666106 ? undefined -   - - -  -    0   
666107 2 666105 34 br1$ s:a51e026ab0 p:1443953369 c:05c8cb3d1d i:b8bdcd5525 b:0000000000000000000b    272000  34> [11.0]SP137NZXD0 [14.7]SP25Y6NQXB*[40.4]SP1ER0V0WX [5.5]SPY1PP2KZ6 [6.3]SP3S9C931D [7.4]SP3E13ZCYW [7.4]SP3F0CDFN2 [7.4]SP3S2MFBVW 
666108 1 666107 35 br1$ s:d269c6e473 p:a51e026ab0 c:bfd7de0399 i:90762dc975 b:00000000000000000001 @+ 292000  35> [10.3]SP137NZXD0 [13.7]SP25Y6NQXB*[37.7]SP1ER0V0WX [5.1]SPY1PP2KZ6 [5.8]SP3S9C931D [6.8]SP1K1A1PMG [6.8]SP3E13ZCYW [6.8]SP3F0CDFN2 [6.8]SP3S2MFBVW 
666109 1 666108 36 br1$ s:f0a46a189b p:d269c6e473 c:6c1c40db07 i:05e9fff44e b:0000000000000000000b @+ 332000  36> [12.0]SP25Y6NQXB*[33.1]SP1ER0V0WX [4.5]SPY1PP2KZ6 [5.1]SP3S9C931D [6.0]SP1K1A1PMG [6.0]SP29TMKVGB [6.0]SP3E13ZCYW [6.0]SP3F0CDFN2 [6.0]SP3S2MFBVW [6.0]SP4F3EX8B7 [9.0]SP137NZXD0 
666110 1 666109 37 br1$ s:410db432a2 p:f0a46a189b c:80c0156a06 i:985fb48ba9 b:0000000000000000000c @@ 375000  37> [16.0]SP334VW9T9 [29.3]SP1ER0V0WX [4.0]SPY1PP2KZ6 [5.3]SP1K1A1PMG [5.3]SP1NQA8H6P [5.3]SP1ZP8EG5K [5.3]SP22B0JAF3 [5.3]SP29TMKVGB [5.3]SP2H3G2XYE [5.3]SP3E13ZCYW [5.3]SP3S2MFBVW [8.0]SP137NZXD0*
666111 1 666110 38 br1$ s:87166a3308 p:410db432a2 c:12b8e2adf1 i:5c9d738b74 b:0000000000000000000a @@ 455000  38> [13.2]SP334VW9T9 [24.2]SP1ER0V0WX*[3.3]SPY1PP2KZ6 [4.4]SP1K1A1PMG [4.4]SP1NQA8H6P [4.4]SP1ZP8EG5K [4.4]SP22B0JAF3 [4.4]SP29TMKVGB [4.4]SP2H3G2XYE [4.4]SP2HFBWV0D [4.4]SP3E13ZCYW [4.4]SP3F0CDFN2 [4.4]SP3S2MFBVW [6.6]SP137NZXD0 [8.8]SP25Y6NQXB 
666112 1 666111 39 br1$ s:76596ed6d1 p:87166a3308 c:095823e72c i:7357a41601 b:00000000000000000001 @@ 492000  39> [12.2]SP334VW9T9 [22.4]SP1ER0V0WX [3.0]SPY1PP2KZ6 [3.5]SP3S9C931D [4.1]SP1K1A1PMG [4.1]SP1NQA8H6P [4.1]SP1ZP8EG5K [4.1]SP22B0JAF3 [4.1]SP29TMKVGB [4.1]SP2H3G2XYE*[4.1]SP2HFBWV0D [4.1]SP3E13ZCYW [4.1]SP3F0CDFN2 [4.1]SP3S2MFBVW [4.1]SP4F3EX8B7 [6.1]SP137NZXD0 [8.1]SP25Y6NQXB 
666113 1 666112 40 br1$ s:b8d179285f p:76596ed6d1 c:a2d387a4ce i:e9d7d399bb b:0000000000000000000c @@ 432000  40> [13.9]SP334VW9T9 [25.5]SP1ER0V0WX*[3.5]SPY1PP2KZ6 [3.9]SP3S9C931D [4.6]SP1K1A1PMG [4.6]SP1NQA8H6P [4.6]SP22B0JAF3 [4.6]SP29TMKVGB [4.6]SP2H3G2XYE [4.6]SP2HFBWV0D [4.6]SP3F0CDFN2 [4.6]SP3S2MFBVW [6.9]SP137NZXD0 [9.3]SP25Y6NQXB 
666114 1 666113 41 br1$ s:d7c09071b9 p:b8d179285f c:6ca560952c i:3e6928601d b:00000000000000000003 @@ 835000  41> [1.8]SPY1PP2KZ6 [13.2]SP1ER0V0WX [2.4]SP1K1A1PMG [2.4]SP1NQA8H6P [2.4]SP1RSNJHYT [2.4]SP22B0JAF3 [2.4]SP29TMKVGB [2.4]SP2H3G2XYE [2.4]SP2HFBWV0D [2.4]SP3F0CDFN2*[2.4]SP3S2MFBVW [3.6]SP137NZXD0 [4.8]SP25Y6NQXB [47.9]SP1RJH1641 [7.2]SP334VW9T9 
666115 1 666114 42 br1$ s:a5bc6e14d6 p:d7c09071b9 c:617da37413 i:a1c8ec292d b:00000000000000000000 @@ 950000  42> [1.6]SPY1PP2KZ6 [11.6]SP1ER0V0WX*[2.1]SP1K1A1PMG [2.1]SP1NQA8H6P [2.1]SP1RSNJHYT [2.1]SP1ZP8EG5K [2.1]SP22B0JAF3 [2.1]SP29TMKVGB [2.1]SP2H3G2XYE [2.1]SP2HFBWV0D [2.1]SP3F0CDFN2 [2.1]SP3S2MFBVW [3.2]SP137NZXD0 [4.2]SP25Y6NQXB [4.2]SP3S9C931D [42.1]SP1RJH1641 [5.8]SPVE94DSPA [6.3]SP334VW9T9 
666116 1 666115 43 br1$ s:6308131e6e p:a5bc6e14d6 c:93752914a1 i:e9b7c5e423 b:00000000000000000001 @@ 1021000  43> [1.5]SPY1PP2KZ6 [10.8]SP1ER0V0WX [2.0]SP105ARDW7 [2.0]SP1K1A1PMG [2.0]SP1NQA8H6P [2.0]SP1RSNJHYT [2.0]SP1ZP8EG5K [2.0]SP22B0JAF3 [2.0]SP29TMKVGB [2.0]SP2H3G2XYE [2.0]SP2HFBWV0D [2.0]SP3F0CDFN2 [2.0]SP3S2MFBVW [2.9]SP137NZXD0 [3.9]SP25Y6NQXB [3.9]SP3S9C931D [39.2]SP1RJH1641*[5.0]SP32AEEF6W [5.4]SPVE94DSPA [5.9]SP334VW9T9 
666117 1 666116 44 br1$ s:9cce7edd9c p:6308131e6e c:86bd8c336e i:a040f40d1f b:0000000000000000000a @@ 451000  44> [11.3]SP32AEEF6W [12.2]SPVE94DSPA [13.3]SP334VW9T9*[3.3]SPY1PP2KZ6 [4.4]SP1NQA8H6P [4.4]SP1RSNJHYT [4.4]SP22B0JAF3 [4.4]SP29TMKVGB [4.4]SP2H3G2XYE [4.4]SP2HFBWV0D [4.4]SP3F0CDFN2 [4.4]SP3S2MFBVW [6.7]SP137NZXD0 [8.9]SP25Y6NQXB [8.9]SP3S9C931D 
666118 1 666117 45 br1$ s:4d27059a84 p:9cce7edd9c c:1d3da3133f i:9cb73562d8 b:00000000000000000004 @@ 591000  45> [10.2]SP334VW9T9 [18.6]SP1ER0V0WX [2.2]SPA1NS6DQV [2.5]SPY1PP2KZ6 [3.4]SP1K1A1PMG [3.4]SP1NQA8H6P [3.4]SP22B0JAF3 [3.4]SP29TMKVGB [3.4]SP2H3G2XYE [3.4]SP2HFBWV0D [3.4]SP38Z0258T [3.4]SP3F0CDFN2*[3.4]SP3S2MFBVW [5.1]SP137NZXD0 [6.8]SP25Y6NQXB [6.8]SP3S9C931D [8.6]SP32AEEF6W [8.8]SP4NK85F5Y 
666119 2 666117 45 br4  s:eaff5903ae p:9cce7edd9c c:543882385e i:5b3b7490ce b:00000000000000000005    568000  45  [10.6]SP334VW9T9 [19.4]SP1ER0V0WX [2.6]SPY1PP2KZ6 [3.5]SP1K1A1PMG [3.5]SP1NQA8H6P [3.5]SP1RSNJHYT [3.5]SP22B0JAF3 [3.5]SP29TMKVGB [3.5]SP2H3G2XYE [3.5]SP2HFBWV0D [3.5]SP38Z0258T [3.5]SP3F0CDFN2 [3.5]SP3S2MFBVW [3.9]SPVE94DSPA [5.3]SP137NZXD0 [7.0]SP25Y6NQXB [7.0]SP3S9C931D*[9.0]SP32AEEF6W 
666120 2 666118 46 br1$ s:cf56723b8d p:4d27059a84 c:3477ae7856 i:4b7233bedf b:0000000000000000000b    588000  46> [10.2]SP334VW9T9*[18.7]SP1ER0V0WX [2.6]SPY1PP2KZ6 [3.4]SP1K1A1PMG [3.4]SP1NQA8H6P [3.4]SP1RSNJHYT [3.4]SP29TMKVGB [3.4]SP2H3G2XYE [3.4]SP2HFBWV0D [3.4]SP2KM3R83Q [3.4]SP38Z0258T [3.4]SP3F0CDFN2 [3.4]SP3S2MFBVW [3.4]SP4F3EX8B7 [3.7]SPVE94DSPA [5.1]SP137NZXD0 [6.8]SP25Y6NQXB [6.8]SP3S9C931D [8.7]SP32AEEF6W 
666121 666121 0 -   - - -  -    541000   [11.1]SP334VW9T9 [2.4]SPA1NS6DQV [2.8]SPY1PP2KZ6 [20.3]SP1ER0V0WX [3.7]SP1K1A1PMG [3.7]SP1NQA8H6P [3.7]SP29TMKVGB*[3.7]SP2H3G2XYE [3.7]SP2HFBWV0D [3.7]SP38Z0258T [3.7]SP3F0CDFN2 [3.7]SP3S2MFBVW [4.1]SPVE94DSPA [5.5]SP137NZXD0 [7.4]SP25Y6NQXB [7.4]SP3S9C931D [9.4]SP32AEEF6W 
666122 2 666120 47 br1$ s:10d0eb312b p:cf56723b8d c:792fe8577f i:4f6dc8e302 b:00000000000000000008    528000  47> [11.4]SP334VW9T9 [2.8]SPY1PP2KZ6 [20.8]SP1ER0V0WX [3.8]SP105ARDW7 [3.8]SP1K1A1PMG [3.8]SP1NQA8H6P*[3.8]SP1RSNJHYT [3.8]SP29TMKVGB [3.8]SP2H3G2XYE [3.8]SP2HFBWV0D [3.8]SP38Z0258T [3.8]SP3F0CDFN2 [3.8]SP3S2MFBVW [4.2]SPVE94DSPA [5.7]SP137NZXD0 [7.6]SP25Y6NQXB [9.7]SP32AEEF6W 
666123 3 666120 47 br5  s:3891ea500f p:cf56723b8d c:98db2a9084 i:68fb02f8c3 b:00000000000000000009    558000  47  [10.8]SP334VW9T9 [19.7]SP1ER0V0WX [2.7]SPY1PP2KZ6 [3.6]SP105ARDW7 [3.6]SP1K1A1PMG [3.6]SP1NQA8H6P [3.6]SP1RSNJHYT [3.6]SP29TMKVGB [3.6]SP2H3G2XYE [3.6]SP2HFBWV0D [3.6]SP38Z0258T [3.6]SP3F0CDFN2 [3.6]SP3S2MFBVW [3.9]SPVE94DSPA [5.4]SP137NZXD0 [5.4]SP1D6NC90K [7.2]SP25Y6NQXB*[9.1]SP32AEEF6W 
666124 2 666122 48 br1$ s:9138ced00d p:10d0eb312b c:a6dfa73383 i:c46064872c b:0000000000000000000a    558000  48> [10.8]SP334VW9T9 [19.7]SP1ER0V0WX [2.7]SPY1PP2KZ6 [3.6]SP105ARDW7 [3.6]SP1K1A1PMG [3.6]SP1NQA8H6P [3.6]SP1RSNJHYT [3.6]SP29TMKVGB [3.6]SP2H3G2XYE [3.6]SP2HFBWV0D [3.6]SP2KM3R83Q [3.6]SP3F0CDFN2 [3.6]SP3S2MFBVW*[3.9]SPVE94DSPA [5.4]SP137NZXD0 [5.4]SP1D6NC90K [7.2]SP25Y6NQXB [9.1]SP32AEEF6W 
666125 3 666122 48 br6  s:f67b4097f3 p:10d0eb312b c:8ba5736ff7 i:924a56c7a6 b:00000000000000000006    958000  48  [1.6]SPY1PP2KZ6 [11.5]SP1ER0V0WX [2.1]SP105ARDW7 [2.1]SP1K1A1PMG [2.1]SP1NQA8H6P [2.1]SP1RSNJHYT [2.1]SP2H3G2XYE [2.1]SP2HFBWV0D [2.1]SP2KM3R83Q [2.1]SP3F0CDFN2 [2.3]SPVE94DSPA [3.1]SP137NZXD0 [3.1]SP1D6NC90K [4.2]SP25Y6NQXB [4.2]SP3S9C931D [41.8]SP1RJH1641 [5.3]SP32AEEF6W [6.3]SP334VW9T9*
666126 2 666124 49 br1$ s:f312b697a3 p:9138ced00d c:7f6a09bb0a i:0a62987eca b:00000000000000000000    958000  49> [1.6]SPY1PP2KZ6 [11.5]SP1ER0V0WX [2.1]SP105ARDW7*[2.1]SP1K1A1PMG [2.1]SP1NQA8H6P [2.1]SP1RSNJHYT [2.1]SP2H3G2XYE [2.1]SP2HFBWV0D [2.1]SP2KM3R83Q [2.1]SP3F0CDFN2 [2.3]SPVE94DSPA [3.1]SP137NZXD0 [3.1]SP1D6NC90K [4.2]SP25Y6NQXB [4.2]SP3S9C931D [41.8]SP1RJH1641 [5.3]SP32AEEF6W [6.3]SP334VW9T9 
666127 666127 0 -   - - -  -    958000   [1.6]SPY1PP2KZ6 [11.5]SP1ER0V0WX [2.1]SP105ARDW7 [2.1]SP1K1A1PMG [2.1]SP1NQA8H6P [2.1]SP1RSNJHYT*[2.1]SP2HFBWV0D [2.1]SP2KM3R83Q [2.1]SP3F0CDFN2 [2.1]SP3GHHZPXG [2.3]SPVE94DSPA [3.1]SP137NZXD0 [3.1]SP1D6NC90K [4.2]SP25Y6NQXB [4.2]SP3S9C931D [41.8]SP1RJH1641 [5.3]SP32AEEF6W [6.3]SP334VW9T9 
666128 2 666126 50 br1$ s:b79bafbce6 p:f312b697a3 c:6bed86efc6 i:9449365657 b:0000000000000000000a    931000  50> [1.4]SPA1NS6DQV [1.6]SPY1PP2KZ6 [11.8]SP1ER0V0WX [2.1]SP105ARDW7*[2.1]SP1K1A1PMG [2.1]SP1NQA8H6P [2.1]SP1RSNJHYT [2.1]SP2KM3R83Q [2.1]SP3F0CDFN2 [2.1]SP3GHHZPXG [2.1]SP4F3EX8B7 [2.4]SPVE94DSPA [3.2]SP137NZXD0 [3.2]SP1D6NC90K [4.3]SP25Y6NQXB [43.0]SP1RJH1641 [5.5]SP32AEEF6W [6.4]SP334VW9T9 
666129 1 666128 51 br1$ s:20ea67e069 p:b79bafbce6 c:b59379ecc7 i:6a6ed174f9 b:00000000000000000009 @@ 991000  51> [1.3]SPA1NS6DQV [1.5]SPY1PP2KZ6 [11.1]SP1ER0V0WX [2.0]SP105ARDW7 [2.0]SP1K1A1PMG [2.0]SP1NQA8H6P [2.0]SP1RSNJHYT [2.0]SP2HFBWV0D [2.0]SP2KM3R83Q [2.0]SP3F0CDFN2 [2.0]SP3GHHZPXG [2.0]SP4F3EX8B7 [2.2]SPVE94DSPA [3.0]SP137NZXD0 [3.0]SP1D6NC90K [4.0]SP25Y6NQXB [4.0]SP3S9C931D [40.4]SP1RJH1641*[5.1]SP32AEEF6W [6.1]SP334VW9T9 
666130 1 666129 52 br1$ s:df7a91d488 p:20ea67e069 c:a9237697bc i:a3f9c4ae01 b:00000000000000000005 @+ 978000  52> [1.5]SPY1PP2KZ6 [11.2]SP1ER0V0WX [2.0]SP105ARDW7 [2.0]SP1K1A1PMG [2.0]SP1NQA8H6P [2.0]SP1RSNJHYT [2.0]SP2HFBWV0D [2.0]SP2KM3R83Q [2.0]SP3F0CDFN2 [2.0]SP3GHHZPXG [2.0]SP4F3EX8B7 [2.2]SPVE94DSPA [3.1]SP137NZXD0 [3.1]SP1D6NC90K [4.1]SP25Y6NQXB [4.1]SP3S9C931D [40.9]SP1RJH1641*[5.2]SP32AEEF6W [6.1]SP334VW9T9 
666131 1 666130 53 br1$ s:ecf38c6063 p:df7a91d488 c:03e45a6b6f i:8807fa247c b:0000000000000000000b @+ 978000  53> [1.5]SPY1PP2KZ6 [11.2]SP1ER0V0WX [2.0]SP105ARDW7 [2.0]SP1K1A1PMG [2.0]SP1NQA8H6P [2.0]SP1RSNJHYT [2.0]SP2HFBWV0D [2.0]SP2KM3R83Q [2.0]SP3F0CDFN2 [2.0]SP3GHHZPXG [2.0]SP4F3EX8B7 [2.2]SPVE94DSPA [3.1]SP137NZXD0 [3.1]SP1D6NC90K [4.1]SP25Y6NQXB [4.1]SP3S9C931D [40.9]SP1RJH1641*[5.2]SP32AEEF6W [6.1]SP334VW9T9 
666132 1 666131 54 br1$ s:cb71220c3a p:ecf38c6063 c:5a3aa6036f i:14587c8cdb b:00000000000000000007 @+ 1033552  54> [1.5]SPY1PP2KZ6 [1.9]SP105ARDW7 [1.9]SP1K1A1PMG [1.9]SP1NQA8H6P [1.9]SP1RSNJHYT [1.9]SP2HFBWV0D [1.9]SP2KM3R83Q [1.9]SP3F0CDFN2 [1.9]SP3GHHZPXG [1.9]SP4F3EX8B7 [10.6]SP1ER0V0WX [2.1]SPVE94DSPA [2.9]SP137NZXD0 [2.9]SP1D6NC90K [3.9]SP25Y6NQXB [3.9]SP3S9C931D [38.7]SP1RJH1641*[4.9]SP32AEEF6W [5.4]SP37C6HQRQ [5.8]SP334VW9T9 
666133 1 666132 55 br1$ s:e8d25ab38c p:cb71220c3a c:528180eae3 i:205005405c b:00000000000000000007 @+ 808000  55> [1.9]SPY1PP2KZ6 [2.5]SP105ARDW7 [2.5]SP1K1A1PMG [2.5]SP1NQA8H6P [2.5]SP1RSNJHYT [2.5]SP2HFBWV0D [2.5]SP3F0CDFN2 [2.5]SP3GHHZPXG [2.5]SP4F3EX8B7 [2.7]SPVE94DSPA [3.7]SP137NZXD0 [3.7]SP1D6NC90K [49.5]SP1RJH1641*[5.0]SP25Y6NQXB [6.3]SP32AEEF6W [7.4]SP334VW9T9 
666134 666134 0 -   - - -  -    1028002   [1.5]SPY1PP2KZ6 [1.9]SP105ARDW7 [1.9]SP1K1A1PMG [1.9]SP1NQA8H6P [1.9]SP2HFBWV0D [1.9]SP3F0CDFN2 [1.9]SP3GHHZPXG [1.9]SP4F3EX8B7*[19.5]SP37C6HQRQ [2.1]SPVE94DSPA [2.9]SP137NZXD0 [2.9]SP1D6NC90K [3.9]SP25Y6NQXB [3.9]SP3S9C931D [38.9]SP1RJH1641 [5.0]SP32AEEF6W [5.8]SP334VW9T9 
666135 2 666133 56 br1$ s:e45400647b p:e8d25ab38c c:40d636a405 i:af90bfbd54 b:00000000000000000007    938000  56> [1.6]SPY1PP2KZ6 [11.7]SP1ER0V0WX [2.1]SP105ARDW7 [2.1]SP1K1A1PMG [2.1]SP1NQA8H6P*[2.1]SP2HFBWV0D [2.1]SP3F0CDFN2 [2.1]SP3GHHZPXG [2.1]SP4F3EX8B7 [2.3]SPVE94DSPA [3.2]SP137NZXD0 [3.2]SP1D6NC90K [4.3]SP25Y6NQXB [4.3]SP3S9C931D [42.6]SP1RJH1641 [5.4]SP32AEEF6W [6.4]SP334VW9T9 
666136 1 666135 57 br1$ s:a18008982a p:e45400647b c:707f26d9d0 i:7fd60b6f10 b:00000000000000000004 @@ 938000  57> [1.6]SPY1PP2KZ6 [11.7]SP1ER0V0WX [2.1]SP105ARDW7 [2.1]SP1K1A1PMG [2.1]SP1NQA8H6P [2.1]SP2HFBWV0D [2.1]SP3F0CDFN2 [2.1]SP3GHHZPXG [2.1]SP4F3EX8B7 [2.3]SPVE94DSPA [3.2]SP137NZXD0 [3.2]SP1D6NC90K [4.3]SP25Y6NQXB [4.3]SP3S9C931D [42.6]SP1RJH1641*[5.4]SP32AEEF6W [6.4]SP334VW9T9 
666137 1 666136 58 br1$ s:c083ed7a35 p:a18008982a c:6a6fb0aa75 i:bbd6109724 b:00000000000000000007 @@ 938000  58> [1.6]SPY1PP2KZ6 [11.7]SP1ER0V0WX [2.1]SP105ARDW7 [2.1]SP1K1A1PMG [2.1]SP1NQA8H6P [2.1]SP2HFBWV0D*[2.1]SP3F0CDFN2 [2.1]SP3GHHZPXG [2.1]SP4F3EX8B7 [2.3]SPVE94DSPA [3.2]SP137NZXD0 [3.2]SP1D6NC90K [4.3]SP25Y6NQXB [4.3]SP3S9C931D [42.6]SP1RJH1641 [5.4]SP32AEEF6W [6.4]SP334VW9T9 
666138 ? undefined -   - - -  -    0   
666139 ? undefined -   - - -  -    0   
666140 3 666137 59 br1$ s:56e17b6617 p:c083ed7a35 c:79843b4cf8 i:f1d6ddf069 b:00000000000000000002    335000  59> [11.9]SP25Y6NQXB [11.9]SP3S9C931D [32.8]SP1ER0V0WX [4.5]SPY1PP2KZ6 [6.0]SP1K1A1PMG [6.0]SP2HFBWV0D [6.0]SP2KM3R83Q [6.0]SP3F0CDFN2*[6.0]SP3GHHZPXG [9.0]SP137NZXD0 
666141 1 666140 60 br1$ s:3993f419d3 p:56e17b6617 c:bb9afb6a49 i:9ceaa508f2 b:00000000000000000004 @+ 335000  60> [11.9]SP25Y6NQXB [32.8]SP1ER0V0WX [4.5]SPY1PP2KZ6 [6.0]SP1K1A1PMG [6.0]SP1NQA8H6P [6.0]SP2HFBWV0D [6.0]SP2KM3R83Q [6.0]SP3F0CDFN2*[6.0]SP3GHHZPXG [6.0]SP4F3EX8B7 [9.0]SP137NZXD0 
666142 1 666141 61 br1$ s:e08b2fe3dc p:3993f419d3 c:ad9f4cb615 i:2c0a22d7df b:00000000000000000009 @@ 447110  61> [11.4]SP32AEEF6W [2.5]SP37C6HQRQ [24.6]SP1ER0V0WX [3.4]SPY1PP2KZ6 [4.5]SP105ARDW7 [4.5]SP1K1A1PMG [4.5]SP1NQA8H6P [4.5]SP2HFBWV0D [4.5]SP2KM3R83Q [4.5]SP3F0CDFN2 [4.5]SP3GHHZPXG [4.5]SP4F3EX8B7 [6.7]SP137NZXD0*[6.7]SP1D6NC90K [8.9]SP25Y6NQXB 
666143 ? undefined -   - - -  -    0   
666144 2 666142 62 br1$ s:dc9ca1d47f p:e08b2fe3dc c:e472cadc17 i:5c949ef79f b:0000000000000000000a    266110  62> [11.3]SP137NZXD0 [15.0]SP25Y6NQXB [4.2]SP37C6HQRQ [41.3]SP1ER0V0WX*[5.6]SPY1PP2KZ6 [7.5]SP1K1A1PMG [7.5]SP2KM3R83Q [7.5]SP3F0CDFN2 
666145 1 666144 63 br1$ s:f0678b327e p:dc9ca1d47f c:8aef034c82 i:d1db1bd9a3 b:00000000000000000006 @@ 348110  63> [11.5]SP25Y6NQXB [17.2]SP334VW9T9 [3.2]SP37C6HQRQ [31.6]SP1ER0V0WX [4.3]SPY1PP2KZ6 [5.7]SP1K1A1PMG [5.7]SP3F0CDFN2 [5.7]SP3GHHZPXG [6.3]SPVE94DSPA [8.6]SP137NZXD0*
666146 1 666145 64 br1$ s:5c46176161 p:f0678b327e c:e08f1ff459 i:81cc86a6ce b:00000000000000000002 @@ 419110  64> [12.2]SP32AEEF6W [14.3]SP334VW9T9 [2.7]SP37C6HQRQ [26.2]SP1ER0V0WX*[3.6]SPY1PP2KZ6 [4.8]SP105ARDW7 [4.8]SP1K1A1PMG [4.8]SP3F0CDFN2 [4.8]SP3GHHZPXG [5.2]SPVE94DSPA [7.2]SP137NZXD0 [9.5]SP25Y6NQXB 
666147 1 666146 65 br1$ s:6010a7c4ff p:5c46176161 c:8a13725ca7 i:3e467157fa b:00000000000000000001 @@ 381000  65> [10.5]SP25Y6NQXB [13.4]SP32AEEF6W [15.7]SP334VW9T9 [28.9]SP1ER0V0WX [5.2]SP105ARDW7 [5.2]SP1K1A1PMG [5.2]SP2HFBWV0D [7.9]SP137NZXD0*[7.9]SP1D6NC90K 
666148 1 666147 66 br1$ s:37b839863d p:6010a7c4ff c:3065e84a8f i:21109ac112 b:0000000000000000000c @@ 381000  66> [10.5]SP25Y6NQXB [13.4]SP32AEEF6W [15.7]SP334VW9T9*[28.9]SP1ER0V0WX [5.2]SP105ARDW7 [5.2]SP1K1A1PMG [5.2]SP2HFBWV0D [7.9]SP137NZXD0 [7.9]SP1D6NC90K 
666149 1 666148 67 br1$ s:df0d809ea9 p:37b839863d c:17269731a2 i:f9c6d69115 b:00000000000000000006 @@ 381000  67> [10.5]SP25Y6NQXB [13.4]SP32AEEF6W [15.7]SP334VW9T9 [28.9]SP1ER0V0WX [5.2]SP105ARDW7 [5.2]SP1K1A1PMG [5.2]SP2HFBWV0D [7.9]SP137NZXD0*[7.9]SP1D6NC90K 
666150 ? undefined -   - - -  -    0   
666151 2 666149 68 br1$ s:fe60d3cf13 p:df0d809ea9 c:458c76879c i:961cfc0489 b:00000000000000000006    275000  68> [10.9]SP137NZXD0 [14.5]SP25Y6NQXB*[40.0]SP1ER0V0WX [5.5]SPY1PP2KZ6 [7.3]SP1DQP455G [7.3]SP1K1A1PMG [7.3]SP2HFBWV0D [7.3]SP3F0CDFN2 
666152 1 666151 69 br1$ s:425c38deca p:fe60d3cf13 c:8b80648142 i:3312a8d43a b:00000000000000000007 @+ 315000  69> [12.7]SP25Y6NQXB*[19.0]SP334VW9T9 [34.9]SP1ER0V0WX [4.8]SPY1PP2KZ6 [6.3]SP1K1A1PMG [6.3]SP2HFBWV0D [6.3]SP3F0CDFN2 [9.5]SP137NZXD0 
666153 1 666152 70 br1$ s:fa7b09b77e p:425c38deca c:928ad57479 i:3840b588f4 b:00000000000000000000 @+ 315000  70> [12.7]SP25Y6NQXB*[19.0]SP334VW9T9 [34.9]SP1ER0V0WX [4.8]SPY1PP2KZ6 [6.3]SP1K1A1PMG [6.3]SP2HFBWV0D [6.3]SP3F0CDFN2 [9.5]SP137NZXD0 
666154 1 666153 71 br1$ s:9753fa66b0 p:fa7b09b77e c:b5ba84fecc i:fe6ed1bfed b:00000000000000000006 @@ 315000  71> [12.7]SP25Y6NQXB [19.0]SP334VW9T9 [34.9]SP1ER0V0WX*[4.8]SPY1PP2KZ6 [6.3]SP1K1A1PMG [6.3]SP2HFBWV0D [6.3]SP3F0CDFN2 [9.5]SP137NZXD0 
666155 3 666152 70 br7  s:fd4ca61313 p:425c38deca c:d688026dc2 i:a0a2079af8 b:0000000000000000000d    700000  70  [15.7]SP1ER0V0WX [2.9]SP1K1A1PMG*[2.9]SP2HFBWV0D [2.9]SP3F0CDFN2 [4.3]SP137NZXD0 [5.7]SP25Y6NQXB [57.1]SP1RJH1641 [8.6]SP334VW9T9 
666156 2 666154 72 br1$ s:fcb73084bc p:9753fa66b0 c:88ff55f580 i:32d1e28bb4 b:00000000000000000007    700000  72> [15.7]SP1ER0V0WX*[2.9]SP1K1A1PMG [2.9]SP2HFBWV0D [2.9]SP3F0CDFN2 [4.3]SP137NZXD0 [5.7]SP25Y6NQXB [57.1]SP1RJH1641 [8.6]SP334VW9T9 
666157 1 666156 73 br1$ s:9505c596e9 p:fcb73084bc c:9d83a6783d i:4f87f59f6e b:00000000000000000000 @@ 845000  73> [1.8]SPY1PP2KZ6 [11.8]SP32AEEF6W [13.0]SP1ER0V0WX [2.4]SP1K1A1PMG [2.4]SP2HFBWV0D [2.4]SP3F0CDFN2 [3.6]SP137NZXD0 [3.6]SP1D6NC90K [4.7]SP25Y6NQXB [47.3]SP1RJH1641*[7.1]SP334VW9T9 
